full name,alias,account name,social security number,taxpayer identification number,national id number,passport number,drivers license number,government id number,certificate number,professional license number,medical record number,health plan beneficiary number,financial account number,bank account number,credit card number,debit card number,account number,email address,phone number,fax number,physical address,geolocation data,ip address,device serial number,mac address,personal web url,unique personal identifier,biometric identifiers,vehicle registration number,employment information,browsing history,search history,internet activity,app interactions,website interactions,inferences profile,unique identifying code
François Nguyen,françoisnguyen_01,François_81,523-83-0021,670405718,866892658951,QMDKN5IF4,L2PMYQ,,CERT-2004-244502,PL-6429-ENG,MRN-3928288,HPBN-349538760,DE9148902423952896699,5581 32433657,N/A,masked: **** **** **** 5678,899958860397,FRANÇOIS.NGUYEN@example.com,895.578.5257,,"211 Rue du Faubourg, 62451 Marseille, France
PO Box 4261",16.21859;171.04303,ebbe:7e42:63af:b58b::a467:e9bf:c062,4N580O9YEBCV,DF:96:75:85:9E:24,ftp://files.mydomain.fr/pub/François_Nguyen,d44cfbd5-1f0f-4257-aa3c-ad842186e124,bMSQtrSVFm39ynIi2yNHMJ17aCnPrjyZeY4+6hTmphLUHVLyBCI+hfMUg09Ks/TkYXPcXT00QMsIS0YOyBjbHyusj1MLfcOQ7qFnlxdEcmoG2qVJzg==,RVJ-485,"{""name"": ""François Nguyen"", ""employer"": ""Acme Corp"", ""title"": ""Chef de Produit"", ""start_date"": ""2016-07-04"", ""salary"": ""91976 EUR"", ""remote"": true}",https://news.example.com/top-story,python luhn algorithm | python luhn algorithm | convert pdf to doc | python luhn algorithm | python luhn algorithm | python luhn algorithm,"{""last_login"": ""2024-11-01 11:17:02.369963"", ""devices"": [""laptop""], ""sessions_last_30d"": 167}","add_to_cart,click_ad,purchase,add_to_cart,purchase,view_item",error;page_view;video_play;error,"{""inferred_age"": 73, ""probable_gender"": ""non-binary"", ""interests"": [""finance"", ""gaming"", ""cooking""]}",2UCMLXTH
Patricia Moreau,patriciamoreau,acct_Patricia_Moreau,Not Provided,50-4530994,NID-E6EJJKID,5XDKK2E5,0ANM22PL60,redacted,CERT-2016-662750,PL-7154-ENG,MRN-9712840,HPBN-555423272,IT2786491331,14538747155,XXXX-XXXX-XXXX-0000,**** **** **** 1509,91960614,patricia.moreau..y@company.org,+33 1 29 70 68,+33 2 14 84 83,"8584 Sunset Blvd, Chicago, NY 27214, USA",66.785088;-136.620736,243.90.41.35,SN-9643134,63-f9-00-70-a8-35,http://patriciamoreau.sample.co.uk/profile,adaf895e-2de2-46a8-a907-1641de782a32,y2dDvCbdEbo1rXydEBy6zvpQY/H0/5Sa33PtFftc7/4I34/uxkIIcmhr0J53m7bMG+z799R6hzlwTmWryk/xPoC6v9CqztkAN+9r/qF2pCQxDwrod5wbVuJAYOuozQNppwEYV0n1rf+DyChz8dMoLgIEbq+ed7PV,QY-72-906,"{""name"": ""Patricia Moreau"", ""employer"": ""Enterprise Ltd"", ""title"": ""Analyst"", ""start_date"": ""2021-01-27"", ""salary"": 144023, ""remote"": false}",https://news.example.com/top-story; https://www.example.com/product/123; https://news.example.com/top-story,top sushi near me | top sushi near me,"{""last_login"": ""2025-07-07 12:08:37.370312"", ""devices"": [""laptop""], ""sessions_last_30d"": 148}","add_to_cart,add_to_cart,view_item,purchase,update_profile,logout,login",scroll;scroll;page_view;video_play,"{""inferred_age"": 27, ""probable_gender"": ""non-binary"", ""interests"": [""tech"", ""politics"", ""finance""]}",18GKUQDH
Mathieu-Nguyen,mathieu-nguyen517,corp:Mathieu-Nguyen,124715378,951241798,FR24506442341,VCIJALQZD,0L1NJ2Q-IWYH,,CERT-2007-614308,PL-5012-ENG,MRN-1132008,HPBN-205810769,FR9813602919616185762472758,90815485,XXXX-XXXX-XXXX-0000,masked: **** **** **** 5678,11513027,mathieunguyen..y@service.net,+33 9 83 51 88,N/A,"72 Avenue des Champs-Élysées, 20866 Paris, France",Latitude: 51.420416; Longitude: 109.837738,38.98.167.85,SN-4392675,45:6b:b7:98:a3:21,https://app.company.org/?q=search#top,b420593c-260c-4093-a7cd-26181d7d45e8,6bqRIqzwIR5syvQA7qDHCJALtrQNDuu8Nnd/P7QFjHERFEXuEeYuXKc8z+HAiTWUrH5HbbqTXZhuID9++FL7XIfl0SMqCUYwTj1gQ4w5BKgmSz6bCpOqNwRe,KA-58-TZ-2588,"{""name"": ""Mathieu-Nguyen"", ""employer"": ""Enterprise Ltd"", ""title"": ""Ingénieur Logiciel"", ""start_date"": ""2023-08-10"", ""salary"": ""68246 EUR"", ""remote"": false}",checkout?id=9876; How to fix git merge conflicts; https://www.example.com/product/123; login; login,python luhn algorithm | weather today | meilleurs restaurants paris | meilleurs restaurants paris,"{""last_login"": ""2024-11-22 13:28:40.370657"", ""devices"": [""mobile"", ""tablet""], ""sessions_last_30d"": 74}","open_app,login,click_ad,open_app,update_profile",error;form_submit;form_submit;form_submit,"{""inferred_age"": 23, ""probable_gender"": ""unknown"", ""interests"": [""politics"", ""tech""]}",XMQX7FEY
Chris Smith-Jones,​chrissmi89​,Chris_49,NID-EW833BCY,22-8718258,412683182239,Q9RNW7C,JOF5WAQCGJ7D,,CERT-2015-613686,PL-4641-ATT,MRN-2051778,HPBN-526373023,FR3633723157029841509126113,3992 0160140,N/A,masked: **** **** **** 5678,4036240896,chris.smithjones@sub.testmail.com,+1-391-668-2431,,"2473 Maple Drive, Chicago, IL 13394, USA",Latitude: -28.952647; Longitude: 121.481851,127.0.0.1,4N7RSVFRPG86,2cc5f5325a9d,http://chrissmith-jones.sample.co.uk/profile,e14b14cf-e8c5-485f-8552-ed1f8bf1ed67,8VRIXYwsqGYvdhNWi48nzK6ar2gdwtAXhVgGLxx33H4Ps8rDOQ1Z9ERAx1mnkEkEZknrXx8jU40aoExIVkIlLQz0P0jkBdTKuU0AHxCgN8LlT5qcfGQo4yNBWd22YY2/fQ==,DVW-125,"{""name"": ""Chris Smith-Jones"", ""employer"": ""Enterprise Ltd"", ""title"": ""Customer Success Manager"", ""start_date"": ""2022-02-17"", ""salary"": ""55246 EUR"", ""remote"": true}",https://news.example.com/top-story; checkout?id=9876; https://www.example.com/product/123; https://news.example.com/top-story; checkout?id=9876,convert pdf to doc | top sushi near me,"{""last_login"": ""2025-08-25 15:34:06.371170"", ""devices"": [""mobile"", ""tablet""], ""sessions_last_30d"": 80}",update_profile,click;page_view;video_play;form_submit;video_play;form_submit;page_view;form_submit,,2ZIYP46L
DR. JANE JOHNSON BROWN DUPONT GARCÍA NGUYEN NGUYEN,janej78,jAnE_81,631 92 9884,810905654,NID-2DF6GLOR,0YV9ELM8,F3L3Z3Z47RHJ,,CERT-2003-995988,PL-6537-LAW,MRN-1193348,HPBN-463700446,FR9819808156439211921330919,67746803,N/A,masked: **** **** **** 5678,1480083024,DR.JANE.JOHNSON.BROWN.DUPONT.GARCÍA.NGUYEN.NGUYEN@service.net,669.630.5832,,"3340 Elm St, New York, TX 26103, USA",44.56367;-158.825422,209e:2855:f55b::ad86:d9e:51d3:358c,,36-3a-11-73-37-07,http://dr.janejohnsonbrowndupontgarcíanguyennguyen.testmail.com/profile,6ad52fbf-12a4-46e1-b9bd-b90884aff7e9,sXYIHKuscm/6sjUU7K2VefNpEjKFZM+pkuAP+s+9YAUdf87Qxk0pmgryudVjIZWIF0HzUhcKUZVgzSBYRKlN55QHjKN7jgsS,KQ-75-368,"{""name"": ""DR. JANE JOHNSON BROWN DUPONT GARCÍA NGUYEN NGUYEN"", ""employer"": ""Société Générale"", ""title"": ""Software Engineer"", ""start_date"": ""2023-01-16"", ""salary"": 91035, ""remote"": false}",How to fix git merge conflicts,pii detection dataset,"{""last_login"": ""2025-07-30 19:35:55.371625"", ""devices"": [""mobile"", ""tablet""], ""sessions_last_30d"": 94}","view_item,open_app,add_to_cart,purchase,view_item,update_profile",click;click;video_play;scroll;click,"{""inferred_age"": 30, ""probable_gender"": ""unknown"", ""interests"": [""travel"", ""politics"", ""tech"", ""cooking""]}",ZPCSPEVM
Alice Williams,alicewilliams,acct_Alice_Williams,859178324,53063377,NID-2A73U535,TTYKAYACF,DW8XA-,GOV-191655,CERT-2010-910641,PL-4299-ENG,MRN-2760348,HPBN-478800472,ES712677280720090,54668079,XXXX-XXXX-XXXX-0000,masked: **** **** **** 5678,71147934,alice.williams..x@testmail.com,+33 6 94 84 49,+1-339-447-7283,"8432 3rd St, Seattle, TX 93530, USA",POINT(156.145142 -75.930677),93b0:9d53::64cf:e9e2:cf5:f896:bcf0,SN-9976445,cc28852e532d,https://www.mydomain.fr/users/Alice%20Williams?ref=test,35d88852-075c-4f36-8f74-a97af8b79c74,gYI9qqKcDv1rsHy03qJvxnEtfgrrafMq6BOVj3KupxdjxNAQCyALEES3UaDo1eGtA13lFsC1Rtiamu4rIbCJkPqtIRRFFV1agU3vqR3JWjIbrHVF73vhAqtb3P2RqOjiBYOzWN1p708TcFjtBUnLbl3ciUZ1Ug==,AED-917,"{""name"": ""Alice Williams"", ""employer"": ""Société Générale"", ""title"": ""Sales Associate"", ""start_date"": ""2024-06-13"", ""salary"": 83326, ""remote"": false}",How to fix git merge conflicts; https://www.example.com/product/123; checkout?id=9876; https://www.example.com/product/123; checkout?id=9876; checkout?id=9876,convert pdf to doc | pii detection dataset | weather today | top sushi near me | convert pdf to doc | python luhn algorithm,"{""last_login"": ""2025-03-09 00:17:06.372213"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 34}","login,add_to_cart,update_profile,update_profile",video_play,"{""inferred_age"": 13, ""probable_gender"": ""unknown"", ""interests"": [""cooking"", ""sports""]}",F2Y1YRF1
Emily O'O'Connor,emilyooconnor123,Emily_75,525 70 0679,61261263,983350493677,EEF0KK7T,VD740O2G,GOV-742517,CERT-2001-251258,PL-4618-ENG,MRN-8079841,HPBN-971024519,GB39316974627988779,91824906,3736330199657245,**** **** **** 0987,918802,emily.ooconnor..x@sample.co.uk,+33 8 95 89 10,N/A,"8116 Maple Drive, San Francisco, IL 83000, USA","{""lat"": -2.178125, ""lon"": 98.25172}",107.162.187.148,SN-5882094,9574.a04e.4b7f,https://www.example.com/users/Emily%20O'O'Connor?ref=test,90afd3e4-7670-4ee6-a650-9af0cf03a3a1,LXwkfOzlczWELOIAJbTYZthBBnfv0eFp2lr6u1jfi8MJO5/594dUs4GxznAqpALmDwMB4C80w8+7SRZJNCUzWDb62V5aoXFcWhvkSr0=,KA-30-PT-1219,"{""name"": ""Emily O'O'Connor"", ""employer"": ""Société Générale"", ""title"": ""Sales Associate"", ""start_date"": ""2025-06-08"", ""salary"": null, ""remote"": false}",login; https://news.example.com/top-story; checkout?id=9876; Best coffee shops in SF; checkout?id=9876; checkout?id=9876,convert pdf to doc | top sushi near me | convert pdf to doc | python luhn algorithm | top sushi near me | python luhn algorithm,"{""last_login"": ""2025-01-29 06:38:01.372765"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 107}","open_app,purchase,purchase,open_app,add_to_cart,open_app",page_view;form_submit;click;click;error;scroll;page_view;video_play,"{""inferred_age"": 49, ""probable_gender"": ""female"", ""interests"": [""politics"", ""sports""]}",B752WSZI
Renée O'García,renéeogarcía838,Renée_4,074 07 0582,200063338,FR85045205618,Y7Q5PP5W,74EDTI,,CERT-2004-179315,PL-3820-LAW,MRN-4772033,HPBN-482899118,IT9722460193084470,4522 53614768,3788830154334700,masked: **** **** **** 5678,0387307210,renée.ogarcía+630@mydomain.fr,+33 5 57 10 58,N/A,"139 Boulevard Saint-Germain, Bâtiment 4 42344 Lyon, France","{""lat"": 9.229176, ""lon"": 50.821968}",207.192.83.87,FT4Z6YJQ8L05,6b64.6407.066d,ftp://files.sample.co.uk/pub/Renée_O'García,b2b62c0d-81a1-4000-8936-65857d541c36,HaEZoUvV1SdHrG9Ad6BBCQ+2yQReaBlnG4ZJYEvUhnACyKtwoA12jIOSaMoLh1/J+ygnOSCc6G2mLqI4Q6P27w6unxwDQmYq8TSJ5IRduwdiWd4Kmko8EAdi0LnE/ekIRolnkDHxWHsuPcVOdZI=,MSX-112,"{""name"": ""Renée O'García"", ""employer"": ""Enterprise Ltd"", ""title"": ""Scientifique des Données"", ""start_date"": ""2019-03-17"", ""salary"": null, ""remote"": true}",Best cafes in Paris; How to fix git merge conflicts; How to fix git merge conflicts; https://www.example.com/product/123,pii detection dataset | python luhn algorithm,"{""last_login"": ""2025-01-15 16:34:46.373292"", ""devices"": [""mobile"", ""tablet""], ""sessions_last_30d"": 31}","login,click_ad,click_ad",error;form_submit;form_submit;error;page_view;video_play;form_submit,"{""inferred_age"": 69, ""probable_gender"": ""female"", ""interests"": [""travel"", ""sports"", ""music""]}",LM1VZ5US
John de la Cruz,johndelacruz123,John de la Cruz Account,728-61-7373,38-1724750,NID-ERZ3EV1V,WPRZPJ77L,OY6OOY,,CERT-2004-929582,PL-9426-MD,MRN-8475401,HPBN-726370273,GB37495966243,449959677,5615031521972459,masked: **** **** **** 5678,0398200284,john.de.la.cruz..x@testmail.com,+33 3 15 48 69,+33 3 45 39 86,"3917 2nd Ave, Austin, IL 71817, USA","85.371117,-128.784315",206.132.69.165,SN-6849527,98:82:AD:99:17:51,ftp://files.testmail.com/pub/John_de_la_Cruz,41a9dd8f-f7f6-4f7e-8825-908f6dadb220,3cuxiSASqIoDGZruQSeOn/rOd9OILG7zOY4dul/SJyPNtoTNjSnUAUalnHh7ZTSADR85,KA-86-VW-9421,"{""name"": ""John de la Cruz"", ""employer"": ""Société Générale"", ""title"": ""Software Engineer"", ""start_date"": ""2024-11-28"", ""salary"": null, ""remote"": true}",How to fix git merge conflicts; checkout?id=9876; https://www.example.com/product/123; checkout?id=9876,convert pdf to doc | top sushi near me | weather today | top sushi near me | top sushi near me | convert pdf to doc,"{""last_login"": ""2024-12-04 19:17:11.373810"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 57}","update_profile,open_app,open_app,click_ad,login,open_app,open_app,view_item",video_play;video_play;form_submit;click;page_view;form_submit;form_submit,"{""inferred_age"": 70, ""probable_gender"": ""male"", ""interests"": [""sports"", ""politics""]}",J4TJW3HR
Anaïs Leclerc,anaïsleclerc,corp:Anaïs Leclerc,817329998,9770312727,NID-YY2Y6RXP,GXW212,GCGG1JB1,GOV-490370,CERT-2019-561617,PL-8715-MD,MRN-2884964,HPBN-054315068,IT91773163062743,922014536,5125436444891248,masked: **** **** **** 5678,490766,"""anaïs.leclerc@5""@example.com",+1-480-688-1832,+33 7 60 45 90,"41 Rue de l'Église, Bâtiment 2 84186 Marseille, France","{""lat"": 38.160196, ""lon"": -48.879632}",:45e2:5258:ca33:b42c:c6b:d0fd:71fd,,32:10:77:c0:32:cf,ftp://files.service.net/pub/Anaïs_Leclerc,e8b81cb2-1b31-4480-9a8a-5b2e0e8727a8,CamH1tRu3Fut2AppLfuWglKn0pQjNaEj9cy+zJz2fV+++7wCzCKXoNUcAGSafEM+aPDiSpNjdn3Z6jQVV/Ofa4v0MyZPCN2IJRKNFQ==,KA-36-PJ-3263,"{""name"": ""Anaïs Leclerc"", ""employer"": ""Enterprise Ltd"", ""title"": ""Ingénieur Logiciel"", ""start_date"": ""2025-02-18"", ""salary"": 121921, ""remote"": true}",https://news.example.com/top-story; Best cafes in Paris; Best cafes in Paris; checkout?id=9876; https://www.example.com/product/123; searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm searchterm,meilleurs restaurants paris | convert pdf to doc,"{""last_login"": ""2025-01-29 21:16:50.374361"", ""devices"": [""laptop""], ""sessions_last_30d"": 53}","update_profile,login,open_app,click_ad,logout",click;page_view;video_play;scroll;scroll,"{""inferred_age"": 61, ""probable_gender"": ""unknown"", ""interests"": [""gaming""]}",HNEOFQM4
Vishal Leclerc,vishalleclerc341,Vishal_84,840856484,15103007,FR42030951247,LZ6QVA9N,P219-W1B-LS5,GOV-376839,CERT-2003-023129,PL-1911-ATT,MRN-2202158,HPBN-536544359,FR4896539764223417439711611,393143439,N/A,masked: **** **** **** 5678,674885442131,"""vishal.leclerc@6""@example.com",+33 6 38 59 65,+33 8 67 59 29,"6082 Main St, San Francisco, NY 17781, USA","88.520027,-160.766112",127.0.0.1,UNLW8GP0MOG4,707b2e1eeb3e,https://www.service.net/users/Vishal%20Leclerc?ref=test,39f04094-3781-4a20-a2c6-d58e9af65650,AiLYW0lJ2MS5jDcMYi220OcTdj6o+5q6KrAsOwlu414QetB1kC1L68Hb8BgWfQzYy+m/vjiFx7RNimyjg+cQfEL/yX3Ck7EQQ/n98VEvUtgixg+qP+QZkTr62q1BthLQ1j9a1IQdiNCH,KA-34-PD-8630,"{""name"": ""Vishal Leclerc"", ""employer"": ""Société Générale"", ""title"": ""Data Scientist"", ""start_date"": ""2024-12-29"", ""salary"": ""105303 EUR"", ""remote"": true}",login; checkout?id=9876; login,pii detection dataset | top sushi near me | python luhn algorithm | python luhn algorithm | top sushi near me,"{""last_login"": ""2025-06-07 18:43:30.375185"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 59}","update_profile,view_item,view_item",scroll;form_submit;video_play,"{""inferred_age"": 29, ""probable_gender"": ""male"", ""interests"": [""finance""]}",Z71AD7VC
Élodie Smith-Jones,​élodiesmith-jones16​,Élodie Smith-Jones Account,257-17-8459,78-8525370,FR40883695633,PBAXLNP7,QP7ZONQ8HR,GOV-987440,CERT-2012-791911,PL-9037-LAW,MRN-4507864,HPBN-097777747,FR4842272449119826230813659,75739540927,XXXX-XXXX-XXXX-0000,**** **** **** 2403,4212028533,élodie.smithjones+972@company.org,+1-996-893-3803,N/A,"204 Rue du Faubourg, Appartement 38 83662 Nice, France",-70.083913;169.883148,58e2:8442:b31d:d06a:294:8a26:a77b:,,cffd.4a4f.f611,ftp://files.company.org/pub/Élodie_Smith-Jones,eb706a79-2534-4e1a-9025-a0862d7b7eac,AbgMWLdF7ADmeV3Fcm28L3vukGunGB0ri26WKyMtKAd/SiWVI8BTfHqNlIouvq7+0Ox6aqF2fc8Lcvb/SOUKyGzyhxJ+QAfFx2I6iVP3vKbg/ORWItI=,KA-83-CO-8179,"{""name"": ""Élodie Smith-Jones"", ""employer"": ""Acme Corp"", ""title"": ""Scientifique des Données"", ""start_date"": ""2018-12-16"", ""salary"": null, ""remote"": false}",login,python luhn algorithm | meilleurs restaurants paris | meilleurs restaurants paris,"{""last_login"": ""2025-07-12 03:59:28.384125"", ""devices"": [""mobile"", ""tablet""], ""sessions_last_30d"": 25}","view_item,view_item",error;page_view;click;page_view;click;form_submit;page_view,"{""âge"": 19, ""genre"": ""homme"", ""intérêts"": [""cooking"", ""sports""]}",JMWT8CER
renée smith,renéesmith,renée smith Account,Not Provided,39-4810593,NID-WNTK1JX5,MTYJ8J,SYY8NEIGFN,,CERT-2003-286518,PL-3379-LAW,MRN-7349105,HPBN-342132997,IT79346814593100229839,06518133822,N/A,6344772879522871,25342364,renée_smith-99@sample.co.uk,+1-895-947-2268,N/A,"45 Rue de l'Église, 12351 Lyon, France","{""lat"": -58.557163, ""lon"": -15.643716}",242.254.15.227,SN-9992168,a7:77:02:69:2e:c6,http://renéesmith.testmail.com/profile,98177f3b-dfad-4b0c-b4c1-09ba21f2e84e,FP//xCwWaq+XETeng9aHqbBbMi/CBYGEhUT/XX+e3El+DWNwAf1YAANijc1lssMscjh/VKyvIgDvvOXXlwxqzEITPab9YH34pZCi7eTPelTN/E0O3VsxFZxECZ1hdpflRZrNqOBdl//oOGeCvCRH/aTxPEnY8P4wGocCLRK1x84=,VG-12-775,"{""name"": ""renée smith"", ""employer"": ""StartUpXYZ"", ""title"": ""Analyste"", ""start_date"": ""2016-08-17"", ""salary"": null, ""remote"": false}",How to fix git merge conflicts,weather today | weather today,"{""last_login"": ""2025-01-18 15:03:24.384665"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 196}","add_to_cart,open_app,add_to_cart,add_to_cart,click_ad,add_to_cart",scroll;click;scroll;page_view,"{""âge"": 18, ""genre"": ""homme"", ""intérêts"": [""finance""]}",OXY4JKSN
Samantha Williams,samanthawilliams,Samantha Williams Account,834 27 0202,17530577,FR07401236664,F5E626QYW,-BTN129I,redacted,CERT-2002-472681,PL-6291-LAW,MRN-9878636,HPBN-707241334,ES7607755622923,52779758870,N/A,**** **** **** 5537,169500540252,samantha.williams@sample.co.uk,+33 8 94 46 90,N/A,"9653 Maple Drive, Austin, TX 19552, USA, near the big, old, oak tree, behind the museum",POINT(-87.282798 8.349156),9b3f:92ec:9e1a::f467:4686:83da:79ee,7SRIOBI956WJ,f4:7d:dd:4e:94:44,http://samanthawilliams.company.org/profile,db4661e9-61bb-447f-9236-d06f0d5dac3f,ztAIOOjrzuYwWZx/rKuLJKib8dTqg0Eue11edhuDQ9KcYOEmCeko9ZubJVWQiz1BbtjoldRjS4/L3dWKXxa7/TCQOQut,UV-33-571,"{""name"": ""Samantha Williams"", ""employer"": ""Acme Corp"", ""title"": ""Data Scientist"", ""start_date"": ""2022-03-18"", ""salary"": null, ""remote"": true}",https://www.example.com/product/123; login; login; How to fix git merge conflicts,weather today,"{""last_login"": ""2025-04-28 05:48:27.385188"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 149}","view_item,open_app,update_profile,view_item,open_app,purchase,logout,add_to_cart",page_view;page_view,,B88O4W3B
Tom Brown,tomb71,corp:Tom Brown,760612095,73636140,NID-4THP9QF4,RGF9RL734,8LS722UN,GOV-267658,CERT-2019-823143,PL-1833-MD,MRN-7197814,HPBN-718507734,FR2125062737068540544455373,322894129,N/A,masked: **** **** **** 5678,3915650870,"""tom.brown@8""@company.org",(504) 549-1137 x970,N/A,"4795 Elm St, Seattle, IL 95847, USA",3.469407;174.255678,999.999.999.999,4Q7VTS1JXW1N,a4b64f906e0a,ftp://files.service.net/pub/Tom_Brown,d0ef533d-b141-4849-bbe6-0e9733fdb4aa,eD49/tRyzTkxhYViySQVGxJWXmr1mhfNVzRNQkPF40d0BLHAPdYzrH73MQNSJSgiUiY9TY7+ETxVBqjqUGmovI7D/N8uaKb4Md7nJfeNIMcM+3UDZXfsLwyqDgR1jBliya0eFKvI7q8HvJumTY43eAO2,KA-13-LT-4051,"{""name"": ""Tom Brown"", ""employer"": ""Acme Corp"", ""title"": ""Data Scientist"", ""start_date"": ""2021-03-14"", ""salary"": 72740, ""remote"": true}",How to fix git merge conflicts; Best coffee shops in SF; https://news.example.com/top-story; How to fix git merge conflicts,weather today | weather today,"{""last_login"": ""2024-11-19 18:23:08.385674"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 55}","login,open_app,logout,add_to_cart,purchase,update_profile,view_item,open_app,update_profile,logout",scroll;error,"{""inferred_age"": 14, ""probable_gender"": ""male"", ""interests"": [""finance"", ""sports"", ""politics""]}",6Z90051P
Robert Martin,robert96,acct_Robert_Martin,506 09 3347,90762946377272,NID-HMM3SMKQ,ALGA727,ASQ8XX1ZMPM8,,CERT-2013-637562,PL-2953-ENG,MRN-0315842,HPBN-561429383,FR8715924701598072854789410,72971306667,3712675998822976,masked: **** **** **** 5678,833093353296,robert.martin@example.com,+33 8 93 55 95,,"123 Elm St, Seattle, NY 74625, USA","{""lat"": -41.08441, ""lon"": 80.787154}",:a31f:e942:b299:5afb:1fe7:aa8a:5298,LMIYGJUFCPE0,d0:3e:1a:f3:ec:ea,ftp://files.sample.co.uk/pub/Robert_Martin,80e54aae-6826-413d-a43a-52e5e85f9842,bBNf4cL9xrpBXFoJ9VCf/eNTUMAGF/Z0blF+grBKoppjw6yWlHKV56I4/Lpign0q/YJ11Yfdo4DTdURhS8U/qsAF2v/PfxS7ipFDAVVu3XtoQ9nJ0+97/HXVEcWRafkXUBE69ObE6DddnNZF02R9X2erKw==,YQX-588,"{""name"": ""Robert Martin"", ""employer"": ""Enterprise Ltd"", ""title"": ""Sales Associate"", ""start_date"": ""2022-06-22"", ""salary"": null, ""remote"": true}",https://news.example.com/top-story; How to fix git merge conflicts; https://news.example.com/top-story; How to fix git merge conflicts,python luhn algorithm | pii detection dataset | pii detection dataset | top sushi near me | python luhn algorithm | pii detection dataset,"{""last_login"": ""2025-05-27 12:17:43.386267"", ""devices"": [""mobile"", ""tablet""], ""sessions_last_30d"": 57}","purchase,open_app,purchase,purchase,open_app,view_item",form_submit;form_submit;error,,8DAGON6F
Alice O'Smith-Jones,aliceosmith-jones,Alice O'Smith-Jones Account,XXX-XX-XXXX,85-3228735,NID-X4DUG9FU,KPHP4LB3C,9ECB1TE9X-,,CERT-2024-724672,PL-4508-ENG,MRN-0237863,HPBN-014211773,FR9288495409807152410504744,07509206,<script>alert('xss')</script>,**** **** **** 0323,64487696,alice.osmithjones..y@mydomain.fr,+33 3 63 48 20,N/A,"5588 2nd Ave, New York, IL 80128, USA","4.41539,174.253766",187.143.30.72,59TLA2ZCQ37M,c6-f5-89-b9-ba-64,http://aliceo'smith-jones.testmail.com/profile,da182779-3932-4c1b-afa3-b3a3055e19c6,Q+fwIt1YwujAh6gMvF1UJW26EhZAM7/BOJl4Kvz3zeZRXyqonAhnBeVjn+B5rKX7sSJTiPYl2PB2Os9B1gcL7MqdXlkS3F4OmBk32cIby4ogA4YTwTHqiKIGVNpHYuNWRyQubZhZdlJvrr5TettUkWNGlFC27Q==,YZH-844,"{""name"": ""Alice O'Smith-Jones"", ""employer"": ""Globex Inc"", ""title"": ""Sales Associate"", ""start_date"": ""2018-09-28"", ""salary"": ""72160 EUR"", ""remote"": false}",login; https://www.example.com/product/123,python luhn algorithm | pii detection dataset | top sushi near me | convert pdf to doc | pii detection dataset,"{""last_login"": ""2024-10-20 22:46:58.386780"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 55}","login,logout,view_item,login,view_item,view_item,add_to_cart",click;form_submit;form_submit,"{""inferred_age"": 44, ""probable_gender"": ""unknown"", ""interests"": [""gaming"", ""sports""]}",FRZ49GSY
ETHAN SMITH,​ethansmith​,acct_ETHAN_SMITH,058-69-9643,29-8607842,778117371238,5RKEWIJV3,EZDF6DKG,GOV-211066,CERT-2007-336423,PL-5708-ENG,MRN-3630196,HPBN-425983942,FR2856375406824634545651468,886585334412,XXXX-XXXX-XXXX-0000,**** **** **** 9127,7852531240,ethan.smith@example.com,+33 5 74 71 28,N/A,"8272 Sunset Blvd, Seattle, TX 50442, USA",Latitude: -46.365244; Longitude: -130.035548,60a1:d2c1:e457:b06e:d2eb:e3d0::3739,GQDHL26RGCTZ,ab:bb:d5:6a:2e:6d,http://ethansmith.example.com/profile,78561c16-eefb-4476-a3fb-8b1a8943c5e3,YdlBK8gM0tShdKbeyyZIC6BmQpHC4HRn5u5Dx3h6OqMezx5zydsX5CtWFealhRyqG5iXj4LYnnK/bvSKmg==,KA-39-HC-4099,"{""name"": ""ETHAN SMITH"", ""employer"": ""StartUpXYZ"", ""title"": ""Product Manager"", ""start_date"": ""2024-07-04"", ""salary"": 132735, ""remote"": false}",https://news.example.com/top-story,pii detection dataset,"{""last_login"": ""2024-10-28 17:49:05.387305"", ""devices"": [""desktop"", ""mobile""], ""sessions_last_30d"": 22}","open_app,open_app",form_submit;scroll;scroll;scroll,"{""inferred_age"": 80, ""probable_gender"": ""non-binary"", ""interests"": [""gaming"", ""tech"", ""politics"", ""sports""]}",T5DY3YD9
